Date,Open,High,Low,Close,Volume,SMA_20,RSI,MACD,MACD_Signal,MACD_Histogram,Target,Model_Prediction
2024-07-31,219.7405,222.1023,218.9367,220.3756,50036300,223.4791,54.3284,1.9059,3.8091,-1.9032,0,0
2024-08-01,222.648,222.7572,215.3545,216.6842,62501000,223.3208,48.5356,1.5092,3.3491,-1.8399,1,1
2024-08-02,217.4681,223.8686,216.0392,218.1727,105568600,222.9993,50.813,1.2999,2.9393,-1.6394,0,0
2024-08-05,197.5621,211.8615,194.4958,207.6639,119548600,222.0789,38.0207,0.2828,2.408,-2.1252,0,0
2024-08-06,203.7244,208.3784,199.5269,205.6396,69660500,221.0147,36.1335,-0.6788,1.7906,-2.4694,1,1
2024-08-07,205.3121,212.0004,204.806,208.2097,63516400,219.8656,40.1923,-1.2194,1.1886,-2.408,1,1
2024-08-08,211.4745,212.5561,207.2273,211.6729,47161100,219.158,45.2421,-1.3528,0.6803,-2.0331,1,1
2024-08-09,210.4722,215.1163,210.3432,214.5804,42201600,218.4485,49.1259,-1.2099,0.3023,-1.5122,1,1
2024-08-12,214.6599,218.0775,214.193,216.1104,38028100,217.624,51.0916,-0.9622,0.0494,-1.0116,1,1
2024-08-13,217.5807,220.4419,217.5807,219.826,44155300,216.9644,55.5805,-0.4607,-0.0526,-0.4081,1,1
2024-08-14,219.1306,221.5745,218.2662,220.2731,41960600,216.6219,56.1025,-0.0269,-0.0475,0.0206,1,1
2024-08-15,223.1343,223.8794,221.3063,223.2535,46414000,216.6616,59.5184,0.551,0.0722,0.4788,1,1
2024-08-16,222.4587,225.3497,222.1905,224.5748,44340200,216.7609,60.9684,1.103,0.2784,0.8246,0,0
2024-08-19,224.247,224.5152,221.5844,224.4158,40687800,216.8696,60.6868,1.5101,0.5247,0.9854,1,1
2024-08-20,224.2966,225.6875,223.9787,225.0318,30299000,216.9571,61.4303,1.8611,0.792,1.0691,0,0
2024-08-21,225.0417,226.4922,223.5813,224.9225,34765500,217.36,61.2091,2.1061,1.0548,1.0513,0,0
2024-08-22,226.3034,226.8498,222.4388,223.0647,43695300,217.7222,57.4239,2.1259,1.269,0.8568,1,1
2024-08-23,224.1873,226.7306,222.866,225.3596,38677300,218.1759,60.6603,2.3002,1.4753,0.8249,1,1
2024-08-26,225.2801,225.7968,222.4289,225.6974,30602200,218.6325,61.1286,2.4375,1.6677,0.7698,1,1
2024-08-27,224.5251,227.3565,223.4224,226.5419,35934600,219.1035,62.3359,2.5847,1.8511,0.7336,0,0
2024-08-28,226.4326,228.3599,224.2072,225.0119,38052200,219.3353,58.7743,2.5485,1.9906,0.5579,1,1
2024-08-29,228.5984,231.4,227.3863,228.2904,51906300,219.9156,63.5767,2.7526,2.143,0.6096,0,0
2024-08-30,228.6878,228.8964,225.9955,227.5055,52990800,220.3823,61.723,2.8186,2.2781,0.5405,0,0
2024-09-03,227.0585,227.5055,219.7266,221.3162,50190600,221.0649,49.4728,2.3444,2.2914,0.053,0,0
2024-09-04,220.2134,220.3327,216.0607,219.4087,43840200,221.7534,46.4154,1.794,2.1919,-0.3979,1,1
2024-09-05,220.1837,224.0085,220.0744,220.9288,36615400,222.3893,49.1141,1.4636,2.0462,-0.5826,0,0
2024-09-06,222.4885,223.7701,218.3358,219.3789,48423000,222.7746,46.5403,1.0644,1.8499,-0.7855,1,1
2024-09-09,219.3789,219.826,215.2958,219.4683,67180000,223.019,46.7138,0.7467,1.6292,-0.8826,0,0
2024-09-10,217.4913,220.0346,215.3156,218.6736,51591000,223.1472,45.3063,0.4258,1.3885,-0.9627,1,1
